Plante;Description;Note;Details;Answer
St. Bernard's lily;St. Bernard's lily est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande peu de soins. Son entretien est facile. C’est une plante herbacée vivace.;7;La St. Bernard's lily s'adapte bien au climat océanique humide de la Mayenne grâce à ses précipitations régulières et son humidité élevée, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa floraison optimale.;[7] - La St. Bernard's lily s'adapte bien au climat océanique humide de la Mayenne grâce à ses précipitations régulières et son humidité élevée, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa floraison optimale.
"stalked aeonium,""stalked aeonium est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle possède des épines, ce qui nécessite de la prudence. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.""";;6;La stalked aeonium est adaptable au climat océanique humide du Mayenne grâce à ses tolérance à la sécheresse et son arrosage modéré, mais l'ensoleillement modéré et les zones ombragées peuvent limiter sa floraison.;[6] - La stalked aeonium est adaptable au climat océanique humide du Mayenne grâce à ses tolérance à la sécheresse et son arrosage modéré, mais l'ensoleillement modéré et les zones ombragées peuvent limiter sa floraison.
striped dracaena;striped dracaena est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;8;Le striped dracaena est bien adapté au climat océanique humide de la Mayenne, avec des précipitations régulières et une humidité élevée, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.;8 - Le striped dracaena est bien adapté au climat océanique humide de la Mayenne, avec des précipitations régulières et une humidité élevée, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.
trailing snapdragon;trailing snapdragon est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;Le trailing snapdragon peut s'adapter au climat océanique humide du Mayenne, mais l'ensoleillement modéré et les zones ombragées peuvent limiter sa floraison.;[6] - Le trailing snapdragon peut s'adapter au climat océanique humide du Mayenne, mais l'ensoleillement modéré et les zones ombragées peuvent limiter sa floraison.
umbrella plant;umbrella plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;La umbrella plant peut s'adapter au climat océanique humide de la Mayenne, mais son besoin d'arrosage modéré et sa tolérance à la faible salinité peuvent nécessiter une attention particulière dans ce contexte.;7 - La umbrella plant peut s'adapter au climat océanique humide de la Mayenne, mais son besoin d'arrosage modéré et sa tolérance à la faible salinité peuvent nécessiter une attention particulière dans ce contexte.
urn plant;urn plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;3;La plante est tropicale et tolère bien la sécheresse, mais le climat océanique humide de la Mayenne est moins favorable pour elle.;3 - La plante est tropicale et tolère bien la sécheresse, mais le climat océanique humide de la Mayenne est moins favorable pour elle.
Venus fly trap;Venus fly trap est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse rapidement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;6;La Venus fly trap peut s'adapter au climat océanique humide du Mayenne grâce à des précipitations régulières et une humidité élevée, mais l'ensoleillement modéré et les zones fraîches peuvent être moins favorables.;[6] - La Venus fly trap peut s'adapter au climat océanique humide du Mayenne grâce à des précipitations régulières et une humidité élevée, mais l'ensoleillement modéré et les zones fraîches peuvent être moins favorables.
wax begonia;wax begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;5;La wax begonia n'est pas idéalement adaptée au climat océanique humide de la Mayenne, en raison de son besoin en lumière filtrée ou tamisée et de sa faible tolérance à la sécheresse. Cependant, les précipitations régulières et l'humidité élevée peuvent favoriser sa croissance.;[5] - La wax begonia n'est pas idéalement adaptée au climat océanique humide de la Mayenne, en raison de son besoin en lumière filtrée ou tamisée et de sa faible tolérance à la sécheresse. Cependant, les précipitations régulières et l'humidité élevée peuvent favoriser sa croissance.
weeping fig;weeping fig est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;5;Le weeping fig est mal adapté au climat océanique humide de la Mayenne, en raison de son intolerance à la sécheresse et des précipitations excessives par rapport à ses besoins modérés en arrosage.;[5] - Le weeping fig est mal adapté au climat océanique humide de la Mayenne, en raison de son intolerance à la sécheresse et des précipitations excessives par rapport à ses besoins modérés en arrosage.
zebra plant;zebra plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;La zebra plant peut s'adapter au climat océanique humide du département de la Mayenne grâce à sa tolérance à la sécheresse et ses besoins modérés en arrosage, mais l'humidité élevée et l'ensoleillement modéré peuvent nécessiter une attention particulière.;7 - La zebra plant peut s'adapter au climat océanique humide du département de la Mayenne grâce à sa tolérance à la sécheresse et ses besoins modérés en arrosage, mais l'humidité élevée et l'ensoleillement modéré peuvent nécessiter une attention particulière.
