Plante;Description;Note;Details;Answer
spotted laurel;spotted laurel est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;8;Le spotted laurel est bien adapté au climat océanique tempéré de l'Ille-et-Vilaine grâce à son tolerance à la sécheresse et ses besoins modérés en ensoleillement, malgré les précipitations modérées.;8 - Le spotted laurel est bien adapté au climat océanique tempéré de l'Ille-et-Vilaine grâce à son tolerance à la sécheresse et ses besoins modérés en ensoleillement, malgré les précipitations modérées.
Sprenger's asparagus fern;Sprenger's asparagus fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;Le Sprenger's asparagus fern est modérément adapté au climat océanique tempéré de l'Ille-et-Vilaine. Les précipitations modérées et l'humidité présente sont favorables, mais l'ensoleillement modéré et les quelques zones fraîches peuvent limiter sa croissance optimale.;[6] - Le Sprenger's asparagus fern est modérément adapté au climat océanique tempéré de l'Ille-et-Vilaine. Les précipitations modérées et l'humidité présente sont favorables, mais l'ensoleillement modéré et les quelques zones fraîches peuvent limiter sa croissance optimale.
St. Bernard's lily;St. Bernard's lily est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande peu de soins. Son entretien est facile. C’est une plante herbacée vivace.;6;Cette plante est modérément adaptée au climat océanique tempéré de l'Ille-et-Vilaine, grâce à sa tolérance à la sécheresse et son adaptation à divers niveaux de lumière. Cependant, elle pourrait être sensible à l'humidité présente dans cette région.;[6] - Cette plante est modérément adaptée au climat océanique tempéré de l'Ille-et-Vilaine, grâce à sa tolérance à la sécheresse et son adaptation à divers niveaux de lumière. Cependant, elle pourrait être sensible à l'humidité présente dans cette région.
"stalked aeonium,""stalked aeonium est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle possède des épines, ce qui nécessite de la prudence. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.""";;8;La stalked aeonium est bien adaptée au climat océanique tempéré de l'Ille-et-Vilaine, avec une humidité et un ensoleillement modérés, malgré quelques zones fraîches. Sa tolérance à la sécheresse et ses besoins modérés en arrosage en font une plante compatible avec ces conditions.;8 - La stalked aeonium est bien adaptée au climat océanique tempéré de l'Ille-et-Vilaine, avec une humidité et un ensoleillement modérés, malgré quelques zones fraîches. Sa tolérance à la sécheresse et ses besoins modérés en arrosage en font une plante compatible avec ces conditions.
striped dracaena;striped dracaena est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Cette plante est adaptée aux précipitations modérées et à l'humidité présente du climat océanique tempéré de l'Ille-et-Vilaine, mais son faible ensoleillement et la possibilité de zones fraîches réduisent sa compatibilité.;[6] - Cette plante est adaptée aux précipitations modérées et à l'humidité présente du climat océanique tempéré de l'Ille-et-Vilaine, mais son faible ensoleillement et la possibilité de zones fraîches réduisent sa compatibilité.
trailing snapdragon;trailing snapdragon est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;8;Le trailing snapdragon est bien adapté au climat océanique tempéré de l'Ille-et-Vilaine grâce à ses précipitations modérées et son ensoleillement, malgré une humidité relativement élevée. Sa tolérance à la sécheresse permet également de s'adapter aux variations climatiques.;8 - Le trailing snapdragon est bien adapté au climat océanique tempéré de l'Ille-et-Vilaine grâce à ses précipitations modérées et son ensoleillement, malgré une humidité relativement élevée. Sa tolérance à la sécheresse permet également de s'adapter aux variations climatiques.
umbrella plant;umbrella plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;L'umbbrella plant peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine, avec des précipitations modérées et une humidité acceptable, mais elle pourrait nécessiter une protection contre les zones fraîches et la salinité côtière.;7 - L'umbbrella plant peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine, avec des précipitations modérées et une humidité acceptable, mais elle pourrait nécessiter une protection contre les zones fraîches et la salinité côtière.
urn plant;urn plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;L'urne plant peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine grâce à sa tolérance à la sécheresse et son adaptation à divers niveaux de lumière, mais elle pourrait souffrir des hivers frais et de l'humidité modérée.;[6] - L'urne plant peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine grâce à sa tolérance à la sécheresse et son adaptation à divers niveaux de lumière, mais elle pourrait souffrir des hivers frais et de l'humidité modérée.
Venus fly trap;Venus fly trap est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse rapidement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;6;Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la Venus fly trap grâce à son humidité modérée et ses précipitations suffisantes, mais l'ensoleillement modéré et les quelques zones fraîches peuvent limiter sa croissance optimale.;[6] - Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la Venus fly trap grâce à son humidité modérée et ses précipitations suffisantes, mais l'ensoleillement modéré et les quelques zones fraîches peuvent limiter sa croissance optimale.
wax begonia;wax begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;6;Le climat océanique tempéré de l'Ille-et-Vilaine offre une humidité et un ensoleillement modérés, propices au wax begonia. Cependant, la plante ne tolère pas bien la sécheresse et nécessite une attention rigoureuse, ce qui limite légèrement sa compatibilité.;[6] - Le climat océanique tempéré de l'Ille-et-Vilaine offre une humidité et un ensoleillement modérés, propices au wax begonia. Cependant, la plante ne tolère pas bien la sécheresse et nécessite une attention rigoureuse, ce qui limite légèrement sa compatibilité.
weeping fig;weeping fig est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Ce climat océanique tempéré est favorable pour la weeping fig en termes de précipitations et humidité, mais l'ensoleillement modéré et les quelques zones fraîches peuvent être moins adaptés.;[6] - Ce climat océanique tempéré est favorable pour la weeping fig en termes de précipitations et humidité, mais l'ensoleillement modéré et les quelques zones fraîches peuvent être moins adaptés.
zebra plant;zebra plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;La zebra plant s'adapte bien au climat océanique tempéré de l'Ille-et-Vilaine grâce à son tolerances aux précipitations modérées et son adaptation à différents niveaux de lumière, mais nécessite une protection contre les zones fraîches.;6 - La zebra plant s'adapte bien au climat océanique tempéré de l'Ille-et-Vilaine grâce à son tolerances aux précipitations modérées et son adaptation à différents niveaux de lumière, mais nécessite une protection contre les zones fraîches.
