Plante;Description;Note;Details;Answer
St. Bernard's lily;St. Bernard's lily est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande peu de soins. Son entretien est facile. C’est une plante herbacée vivace.;7;La St. Bernard's lily peut s'adapter au climat océanique doux de la Loire-Atlantique, mais son intolerance au sel limite sa culture près du littoral. L'ensoleillement correct et l'humidité élevée sont favorables à sa croissance.;7 - La St. Bernard's lily peut s'adapter au climat océanique doux de la Loire-Atlantique, mais son intolerance au sel limite sa culture près du littoral. L'ensoleillement correct et l'humidité élevée sont favorables à sa croissance.
"stalked aeonium,""stalked aeonium est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle possède des épines, ce qui nécessite de la prudence. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.""";;6;La stalked aeonium peut s'adapter au climat océanique doux de la Loire-Atlantique, mais l'humidité élevée et les précipitations fréquentes nécessitent une attention particulière à l'arrosage modéré.;6 - La stalked aeonium peut s'adapter au climat océanique doux de la Loire-Atlantique, mais l'humidité élevée et les précipitations fréquentes nécessitent une attention particulière à l'arrosage modéré.
striped dracaena;striped dracaena est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;8;"La striped dracaena peut s'adapter au climat océanique doux de la Loire-Atlantique, bénéficiant d'une humidité élevée et d'un ensoleillement modéré; toutefois, sa tolérance limitée au sel peut poser des problèmes sur le littoral.";"8 - La striped dracaena peut s'adapter au climat océanique doux de la Loire-Atlantique, bénéficiant d'une humidité élevée et d'un ensoleillement modéré; toutefois, sa tolérance limitée au sel peut poser des problèmes sur le littoral."
trailing snapdragon;trailing snapdragon est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;7;La trailing snapdragon s'adapte bien au climat océanique doux de la Loire-Atlantique grâce à son ensoleillement correct et sa tolérance à la sécheresse, mais l'humidité élevée et la salinité du littoral sont des défis pour cette plante peu tolérante au sel.;[7] - La trailing snapdragon s'adapte bien au climat océanique doux de la Loire-Atlantique grâce à son ensoleillement correct et sa tolérance à la sécheresse, mais l'humidité élevée et la salinité du littoral sont des défis pour cette plante peu tolérante au sel.
umbrella plant;umbrella plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;La umbrella plant peut s'adapter au climat océanique doux de la Loire-Atlantique, mais son arrosage modéré et sa tolérance à la salinité nécessitent des précautions particulières près du littoral.;[7] - La umbrella plant peut s'adapter au climat océanique doux de la Loire-Atlantique, mais son arrosage modéré et sa tolérance à la salinité nécessitent des précautions particulières près du littoral.
urn plant;urn plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;5;La Loire-Atlantique offre un climat océanique doux similaire au contexte tropical de l'urn plant, mais la salinité marquée et les précipitations fréquentes peuvent nécessiter des précautions pour la culture en extérieur.;[5] - La Loire-Atlantique offre un climat océanique doux similaire au contexte tropical de l'urn plant, mais la salinité marquée et les précipitations fréquentes peuvent nécessiter des précautions pour la culture en extérieur.
Venus fly trap;Venus fly trap est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse rapidement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;6;La Venus fly trap peut être cultivée en extérieur dans la Loire-Atlantique grâce au climat océanique doux et l'humidité élevée, mais elle pourrait souffrir de la salinité marquée sur le littoral.;[6] - La Venus fly trap peut être cultivée en extérieur dans la Loire-Atlantique grâce au climat océanique doux et l'humidité élevée, mais elle pourrait souffrir de la salinité marquée sur le littoral.
wax begonia;wax begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;7;La wax begonia est adaptée au climat océanique doux de la Loire-Atlantique grâce à son humidité élevée et ses précipitations fréquentes, mais sa sensibilité à la sécheresse et sa faible tolérance au sel limitent sa compatibilité.;7 - La wax begonia est adaptée au climat océanique doux de la Loire-Atlantique grâce à son humidité élevée et ses précipitations fréquentes, mais sa sensibilité à la sécheresse et sa faible tolérance au sel limitent sa compatibilité.
weeping fig;weeping fig est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;La weeping fig est modérément adaptée au Loire-Atlantique en raison de son climat océanique doux et sa forte humidité, mais elle pourrait souffrir des précipitations fréquentes et de la salinité marquée sur le littoral.;[6] - La weeping fig est modérément adaptée au Loire-Atlantique en raison de son climat océanique doux et sa forte humidité, mais elle pourrait souffrir des précipitations fréquentes et de la salinité marquée sur le littoral.
zebra plant;zebra plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;La zebra plant s'adapte bien au climat océanique doux et humide de la Loire-Atlantique, mais sa faible tolérance au sel et les conditions maritimes peuvent limiter sa réussite sur le littoral.;7 - La zebra plant s'adapte bien au climat océanique doux et humide de la Loire-Atlantique, mais sa faible tolérance au sel et les conditions maritimes peuvent limiter sa réussite sur le littoral.
